Key_category,Key_subcategory,Key,Value,Description,Element
telecom,telecom,telecom,exchange,A place to connect landlines subscribers to telecommunication service equipments,node / area
telecom,telecom,telecom,connection_point,Last point of telecom local loops allowing direct connections towards a few households and subscribers,node / area
telecom,telecom,telecom,distribution_point,"Equipment, often small boxes, allowing to directly connect up to 15 individuals or households to a single upstream local loop cable towards telecom exchanges",node
telecom,telecom,telecom,service_device,"Active equipment which deliver service to connected customers. It can be for instance a DSLAM, a telephone switch, or more recently an OLT for optical networks. It excludes amplifiers or repeaters installed along local loops or long distance lines.",node / area
telecom,telecom,telecom,data_center,A building used to house computers and network equipment.,node / area
telecom,telecom,telecom,line,A telecommunication line.,way
tourism,tourism,tourism,alpine_hut,A remote building located in the mountains intended to provide board and lodging.,node / area
tourism,tourism,tourism,apartment,A furnished apartment or flat with cooking and bathroom facilities that can be rented for holiday vacations.,node / area
tourism,tourism,tourism,aquarium,A facility with living aquatic animals for public viewing.,node / area
tourism,tourism,tourism,artwork,A public piece of art.,node / way / area
tourism,tourism,tourism,attraction,"An object of interest for a tourist, or a purpose-built tourist attraction",node / way / area
tourism,tourism,tourism,camp_pitch,A tent or caravan pitch location within a campsite or caravan site.,node / area
tourism,tourism,tourism,camp_site,"An area where people can camp overnight using tents, camper vans, or caravans.",node / area
tourism,tourism,tourism,caravan_site,A place where you can stay in a caravan overnight or for longer periods.,node / area
tourism,tourism,tourism,chalet,A holiday cottage with self-contained cooking and bathroom facilities.,node / area
tourism,tourism,tourism,gallery,An area or building that displays a variety of visual art exhibitions.,node / area
tourism,tourism,tourism,guest_house,"Accommodation smaller than a hotel and typically owner-operated, such as bed&breakfasts etc.",node / area
tourism,tourism,tourism,hostel,Cheap accommodation with shared bedrooms.,node / area
tourism,tourism,tourism,hotel,Hotel – an establishment that provides paid lodging.,node / area
tourism,tourism,tourism,information,"Information for tourists and visitors, including information offices",node / area
tourism,tourism,tourism,motel,"Short term accommodation, particularly for people travelling by car.",node / area
tourism,tourism,tourism,museum,"A museum: an institution with exhibitions on scientific, historical, cultural topics",node / area
tourism,tourism,tourism,picnic_site,"A locality that is suitable for outdoors eating, with facilities to aid a picnic such as tables and benches.",node / area
tourism,tourism,tourism,theme_park,"An amusement park where entertainment is provided by rides, games, concessions.",node / area
tourism,tourism,tourism,viewpoint,"A place worth visiting, often high, with a good view of surrounding countryside or notable buildings.",node / area
tourism,tourism,tourism,wilderness_hut,"A remote building, typically unserviced, providing temporary shelter and sleeping accommodation.",node / area
tourism,tourism,tourism,zoo,"A zoological garden, where animals are confined for viewing by the public.",node / area
tourism,tourism,tourism,yes,A general tourist attraction.,node / area
water,water,water,river,The water covered area of a river.,area
water,water,water,oxbow,An oxbow lake,area
water,water,water,canal,The area covered by the water of a canal,area
water,water,water,ditch,The water covered area of a waterway=ditch - a simple artificial waterway serving as a barrier or for draining surrounding land.,area
water,water,water,lock,Water area of the lock chamber.,area
water,water,water,fish_pass,Area of a fish pass for the fish to pass waterway dams or weirs. Should contain tag:waterway=fish_pass way inside.,area
water,water,water,lake,A natural or semi-natural body of relatively still fresh or salt water which is surrounded by land.,node / area
water,water,water,reservoir,An artificial lake which may be used to store water. Usually formed by a dam over a natural water course.,area
water,water,water,pond,"A small body of standing water, man-made in most cases",node / area
water,water,water,basin,An area of land artificially graded to hold water.,node / area
water,water,water,lagoon,A body of shallow sea water or brackish water separated from the sea by a barrier.,area
water,water,water,stream_pool,"A stream pool: a small but relatively deep collection of fresh water, occurring along a narrow stream.",area
water,water,water,reflecting_pool,"A shallow pool of water, undisturbed by fountain jets, for a calm reflective surface, often found in gardens, squares or at memorial sites",area
water,water,water,moat,"A deep, wide defensive ditch, normally filled with water, dug to surround a fortified habitation.",area
water,water,water,wastewater,A clarifier or settling basin of a wastewater treatment plant.,area
natural watercourses,natural watercourses,waterway,river,"The linear flow of a river, in flow direction.",way / relation
natural watercourses,natural watercourses,waterway,riverbank,"Using this tag is discouraged, use tag:natural=water + tag:water=river instead.",None
natural watercourses,natural watercourses,waterway,stream,A naturally-forming waterway that is too narrow to be classed as a river.,way / relation
natural watercourses,natural watercourses,waterway,tidal_channel,"A natural intertidal waterway in mangroves, salt marshes, and tidal flats with water flow in the direction of the tide.",way
man-made waterways,man-made waterways,waterway,canal,"An artificial open flow waterway used to carry useful water for transportation, waterpower, or irrigation.",way / relation
man-made waterways,man-made waterways,waterway,drain,"An artificial free flow waterway used for carrying superfluous water, usually lined with concrete.",way / relation
